 +------------------------------------------------------------------------------------------------------------------------------------------------+
 | Location                                                                                |   Total  |       Mean      |   rms   |  min |   max  |
 | *Charm/Phys/D2XMuMuSS_K_EMu_OSLine/RelInfoConeVariablesForEW_1.5                        |       27 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EMu_OSLine/RelInfoConeVariablesForEW_1.5_Dp_h                   |       27 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EMu_OSLine/RelInfoConeVariablesForEW_1.5_Dp_l1                  |       27 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EMu_OSLine/RelInfoConeVariablesForEW_1.5_Dp_l2                  |       27 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EMu_OSLine/RelInfoConeVariables_1.0                             |       27 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EMu_OSLine/RelInfoConeVariables_1.0_Dp_h                        |       27 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EMu_OSLine/RelInfoConeVariables_1.0_Dp_l1                       |       27 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EMu_OSLine/RelInfoConeVariables_1.0_Dp_l2                       |       27 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EMu_OSLine/RelInfoConeVariables_1.5                             |       27 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EMu_OSLine/RelInfoConeVariables_1.5_Dp_h                        |       27 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EMu_OSLine/RelInfoConeVariables_1.5_Dp_l1                       |       27 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EMu_OSLine/RelInfoConeVariables_1.5_Dp_l2                       |       27 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EMu_OSLine/RelInfoConeVariables_2.0                             |       27 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EMu_OSLine/RelInfoConeVariables_2.0_Dp_h                        |       27 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EMu_OSLine/RelInfoConeVariables_2.0_Dp_l1                       |       27 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EMu_OSLine/RelInfoConeVariables_2.0_Dp_l2                       |       27 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EMu_OSLine/RelInfoTrackIsolationBDT                             |       27 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EMu_OSLine/RelInfoTrackIsolationBDT_Dp_h                        |       27 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EMu_OSLine/RelInfoTrackIsolationBDT_Dp_l1                       |       27 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EMu_OSLine/RelInfoTrackIsolationBDT_Dp_l2                       |       27 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EMu_OSLine/RelInfoVertexIsolation                               |       27 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EMu_OSLine/RelInfoVertexIsolationBDT                            |       27 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EMu_OSLine/_RefitPVs                                            |       27 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EMu_OSLine/decayVertices                                        |       27 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_MuE_OSLine/Particle2VertexRelations                             |      105 |     5.0+-0.3    | 1.3     |    4 | 9      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_OSLine/Particles                                            |       22 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_OSLine/RelInfoBs2MuMuTrackIsolations_Dp_h                   |       22 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_OSLine/RelInfoBs2MuMuTrackIsolations_Dp_l1                  |       22 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_OSLine/RelInfoBs2MuMuTrackIsolations_Dp_l2                  |       22 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_OSLine/RelInfoBstautauCDFIso                                |       22 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_OSLine/RelInfoConeVariablesForEW_0.0                        |       22 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_OSLine/RelInfoConeVariablesForEW_0.0_Dp_h                   |       22 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_OSLine/RelInfoConeVariablesForEW_0.0_Dp_l1                  |       22 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_OSLine/RelInfoConeVariablesForEW_0.0_Dp_l2                  |       22 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_OSLine/RelInfoConeVariablesForEW_0.5                        |       22 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_OSLine/RelInfoConeVariablesForEW_0.5_Dp_h                   |       22 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_OSLine/RelInfoConeVariablesForEW_0.5_Dp_l1                  |       22 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_OSLine/RelInfoConeVariablesForEW_0.5_Dp_l2                  |       22 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_OSLine/RelInfoConeVariablesForEW_1.0                        |       22 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_OSLine/RelInfoConeVariablesForEW_1.0_Dp_h                   |       22 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_OSLine/RelInfoConeVariablesForEW_1.0_Dp_l1                  |       22 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_OSLine/RelInfoConeVariablesForEW_1.0_Dp_l2                  |       22 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_OSLine/RelInfoConeVariablesForEW_1.5                        |       22 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_OSLine/RelInfoConeVariablesForEW_1.5_Dp_h                   |       22 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_OSLine/RelInfoConeVariablesForEW_1.5_Dp_l1                  |       22 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_OSLine/RelInfoConeVariablesForEW_1.5_Dp_l2                  |       22 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_OSLine/RelInfoConeVariables_1.0                             |       22 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_OSLine/RelInfoConeVariables_1.0_Dp_h                        |       22 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_OSLine/RelInfoConeVariables_1.0_Dp_l1                       |       22 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_OSLine/RelInfoConeVariables_1.0_Dp_l2                       |       22 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_OSLine/RelInfoConeVariables_1.5                             |       22 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_OSLine/RelInfoConeVariables_1.5_Dp_h                        |       22 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_OSLine/RelInfoConeVariables_1.5_Dp_l1                       |       22 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_OSLine/RelInfoConeVariables_1.5_Dp_l2                       |       22 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_OSLine/RelInfoConeVariables_2.0                             |       22 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_OSLine/RelInfoConeVariables_2.0_Dp_h                        |       22 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_OSLine/RelInfoConeVariables_2.0_Dp_l1                       |       22 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_OSLine/RelInfoConeVariables_2.0_Dp_l2                       |       22 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_OSLine/RelInfoTrackIsolationBDT                             |       22 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_OSLine/RelInfoTrackIsolationBDT_Dp_h                        |       22 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_OSLine/RelInfoTrackIsolationBDT_Dp_l1                       |       22 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_OSLine/RelInfoTrackIsolationBDT_Dp_l2                       |       22 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_OSLine/RelInfoVertexIsolation                               |       22 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_OSLine/RelInfoVertexIsolationBDT                            |       22 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_OSLine/_RefitPVs                                            |       22 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_OSLine/decayVertices                                        |       22 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_SSLine/Particle2VertexRelations                             |      172 |     4.8+-0.2    | 1.2     |    4 | 9      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_SSLine/Particles                                            |       38 |     1.1+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_SSLine/RelInfoBs2MuMuTrackIsolations_Dp_h                   |       38 |     1.1+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_SSLine/RelInfoBs2MuMuTrackIsolations_Dp_l1                  |       38 |     1.1+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_SSLine/RelInfoBs2MuMuTrackIsolations_Dp_l2                  |       38 |     1.1+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_SSLine/RelInfoBstautauCDFIso                                |       38 |     1.1+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_SSLine/RelInfoConeVariablesForEW_0.0                        |       38 |     1.1+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_SSLine/RelInfoConeVariablesForEW_0.0_Dp_h                   |       38 |     1.1+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_SSLine/RelInfoConeVariablesForEW_0.0_Dp_l1                  |       38 |     1.1+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_SSLine/RelInfoConeVariablesForEW_0.0_Dp_l2                  |       38 |     1.1+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_SSLine/RelInfoConeVariablesForEW_0.5                        |       38 |     1.1+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_SSLine/RelInfoConeVariablesForEW_0.5_Dp_h                   |       38 |     1.1+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_SSLine/RelInfoConeVariablesForEW_0.5_Dp_l1                  |       38 |     1.1+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_SSLine/RelInfoConeVariablesForEW_0.5_Dp_l2                  |       38 |     1.1+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_SSLine/RelInfoConeVariablesForEW_1.0                        |       38 |     1.1+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_SSLine/RelInfoConeVariablesForEW_1.0_Dp_h                   |       38 |     1.1+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_SSLine/RelInfoConeVariablesForEW_1.0_Dp_l1                  |       38 |     1.1+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_SSLine/RelInfoConeVariablesForEW_1.0_Dp_l2                  |       38 |     1.1+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_SSLine/RelInfoConeVariablesForEW_1.5                        |       38 |     1.1+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_SSLine/RelInfoConeVariablesForEW_1.5_Dp_h                   |       38 |     1.1+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_SSLine/RelInfoConeVariablesForEW_1.5_Dp_l1                  |       38 |     1.1+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_SSLine/RelInfoConeVariablesForEW_1.5_Dp_l2                  |       38 |     1.1+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_SSLine/RelInfoConeVariables_1.0                             |       38 |     1.1+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_SSLine/RelInfoConeVariables_1.0_Dp_h                        |       38 |     1.1+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_SSLine/RelInfoConeVariables_1.0_Dp_l1                       |       38 |     1.1+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_SSLine/RelInfoConeVariables_1.0_Dp_l2                       |       38 |     1.1+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_SSLine/RelInfoConeVariables_1.5                             |       38 |     1.1+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_SSLine/RelInfoConeVariables_1.5_Dp_h                        |       38 |     1.1+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_SSLine/RelInfoConeVariables_1.5_Dp_l1                       |       38 |     1.1+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_SSLine/RelInfoConeVariables_1.5_Dp_l2                       |       38 |     1.1+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_SSLine/RelInfoConeVariables_2.0                             |       38 |     1.1+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_SSLine/RelInfoConeVariables_2.0_Dp_h                        |       38 |     1.1+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_SSLine/RelInfoConeVariables_2.0_Dp_l1                       |       38 |     1.1+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_SSLine/RelInfoConeVariables_2.0_Dp_l2                       |       38 |     1.1+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_SSLine/RelInfoTrackIsolationBDT                             |       38 |     1.1+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_SSLine/RelInfoTrackIsolationBDT_Dp_h                        |       38 |     1.1+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_SSLine/RelInfoTrackIsolationBDT_Dp_l1                       |       38 |     1.1+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_SSLine/RelInfoTrackIsolationBDT_Dp_l2                       |       38 |     1.1+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_SSLine/RelInfoVertexIsolation                               |       38 |     1.1+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_SSLine/RelInfoVertexIsolationBDT                            |       38 |     1.1+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_SSLine/_RefitPVs                                            |       38 |     1.1+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_MuE_SSLine/decayVertices                                        |       38 |     1.1+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PEELine/Particle2VertexRelations                          |      296 |     4.7+-0.1    | 1.0     |    4 | 7      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PEELine/Particles                                         |       71 |     1.1+-0.0    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PEELine/RelInfoBs2MuMuTrackIsolations_Dp_h                |       71 |     1.1+-0.0    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PEELine/RelInfoBs2MuMuTrackIsolations_Dp_l1               |       71 |     1.1+-0.0    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PEELine/RelInfoBs2MuMuTrackIsolations_Dp_l2               |       71 |     1.1+-0.0    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PEELine/RelInfoBstautauCDFIso                             |       71 |     1.1+-0.0    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PEELine/RelInfoConeVariablesForEW_0.0                     |       71 |     1.1+-0.0    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PEELine/RelInfoConeVariablesForEW_0.0_Dp_h                |       71 |     1.1+-0.0    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PEELine/RelInfoConeVariablesForEW_0.0_Dp_l1               |       71 |     1.1+-0.0    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PEELine/RelInfoConeVariablesForEW_0.0_Dp_l2               |       71 |     1.1+-0.0    | 0.3     |    1 | 2      |
